id,Churn,Mais65anos,Conjuge,Dependentes,MesesDeContrato,TelefoneFixo,MaisDeUmaLinhaTelefonica,Internet,SegurancaOnline,BackupOnline,SeguroDispositivo,SuporteTecnico,TVaCabo,StreamingFilmes,TipoContrato,ContaCorreio,MetodoPagamento,MesesCobrados
6770,Nao,0,Sim,Sim,4,Sim,Nao,FibraOptica,Nao,Nao,Nao,Nao,Sim,Nao,Mensalmente,Sim,Boleto,78.9
6771,Nao,0,Sim,Sim,31,Sim,Nao,Nao,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Mensalmente,Sim,BoletoEletronico,20.65
6772,Sim,0,Nao,Nao,38,Sim,Nao,DSL,Nao,Nao,Sim,Sim,Nao,Sim,UmAno,Sim,Boleto,62.3
6773,Sim,1,Sim,Nao,37,Sim,Sim,FibraOptica,Nao,Nao,Nao,Nao,Sim,Sim,Mensalmente,Sim,BoletoEletronico,92.5
6774,Nao,0,Nao,Nao,1,Sim,Nao,Nao,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Mensalmente,Nao,Boleto,19.65
6775,Nao,1,Nao,Nao,57,Sim,Sim,DSL,Nao,Sim,Sim,Nao,Sim,Sim,DoisAnos,Sim,DebitoEmConta,79.75
6776,Nao,1,Sim,Nao,62,Sim,Nao,DSL,Sim,Nao,Sim,Sim,Sim,Sim,DoisAnos,Sim,CartaoCredito,79.95
6777,Nao,0,Sim,Nao,3,Nao,SemServicoTelefonico,DSL,Nao,Nao,Nao,Sim,Nao,Nao,Mensalmente,Sim,BoletoEletronico,29.9
6778,Nao,0,Nao,Sim,72,Sim,Nao,Nao,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,DoisAnos,Sim,Boleto,19.75
6779,Nao,0,Nao,Sim,29,Nao,SemServicoTelefonico,DSL,Sim,Sim,Sim,Sim,Nao,Nao,Mensalmente,Sim,Boleto,45.0
6780,Nao,0,Sim,Sim,13,Sim,Nao,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mensalmente,Nao,DebitoEmConta,44.8
6781,Sim,0,Nao,Sim,3,Sim,Nao,FibraOptica,Nao,Nao,Nao,Nao,Nao,Nao,Mensalmente,Nao,BoletoEletronico,69.65
6782,Nao,0,Nao,Nao,11,Sim,Nao,DSL,Nao,Sim,Nao,Nao,Nao,Nao,Mensalmente,Nao,BoletoEletronico,51.1
6783,Nao,0,Nao,Sim,21,Nao,SemServicoTelefonico,DSL,Sim,Sim,Sim,Sim,Sim,Nao,DoisAnos,Nao,Boleto,53.15
6784,Nao,0,Nao,Nao,19,Sim,Sim,Nao,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Mensalmente,Nao,DebitoEmConta,24.7
6785,Sim,0,Nao,Nao,61,Sim,Sim,FibraOptica,Sim,Nao,Sim,Sim,Sim,Sim,DoisAnos,Sim,CartaoCredito,111.6
6786,Sim,0,Nao,Nao,11,Sim,Nao,DSL,Sim,Nao,Nao,Nao,Nao,Nao,Mensalmente,Nao,CartaoCredito,48.55
6787,Nao,0,Sim,Sim,35,Sim,Sim,FibraOptica,Nao,Sim,Sim,Sim,Sim,Sim,Mensalmente,Sim,BoletoEletronico,109.95
6788,Nao,0,Nao,Sim,25,Sim,Nao,Nao,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Mensalmente,Nao,Boleto,20.8
6789,Sim,0,Nao,Nao,1,Sim,Nao,Nao,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Mensalmente,Sim,Boleto,20.2
6790,Nao,0,Nao,Nao,67,Sim,Sim,Nao,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,DoisAnos,Sim,DebitoEmConta,25.6
6791,Sim,0,Nao,Nao,19,Nao,SemServicoTelefonico,DSL,Nao,Nao,Sim,Nao,Sim,Nao,Mensalmente,Sim,BoletoEletronico,39.65
6792,Sim,0,Nao,Nao,56,Sim,Sim,Nao,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,UmAno,Nao,BoletoEletronico,24.9
6793,Nao,0,Sim,Sim,72,Sim,Sim,FibraOptica,Sim,Sim,Sim,Nao,Sim,Sim,DoisAnos,Sim,CartaoCredito,108.4
6794,Nao,0,Nao,Nao,43,Sim,Nao,Nao,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,DoisAnos,Nao,Boleto,19.55
6795,Nao,0,Sim,Sim,55,Sim,Sim,FibraOptica,Sim,Sim,Nao,Nao,Nao,Nao,Mensalmente,Sim,BoletoEletronico,85.1
6796,Sim,0,Sim,Sim,2,Sim,Sim,DSL,Sim,Nao,Nao,Nao,Nao,Nao,Mensalmente,Nao,Boleto,56.7
6797,Nao,0,Nao,Nao,27,Sim,Nao,FibraOptica,Nao,Nao,Nao,Nao,Nao,Nao,Mensalmente,Sim,Boleto,69.05
6798,Nao,0,Nao,Nao,13,Sim,Nao,FibraOptica,Nao,Nao,Nao,Nao,Nao,Nao,Mensalmente,Sim,Boleto,70.15
6799,Nao,0,Nao,Nao,70,Sim,Sim,FibraOptica,Sim,Sim,Sim,Nao,Sim,Sim,DoisAnos,Sim,Boleto,111.15
6800,Sim,0,Sim,Nao,14,Sim,Nao,FibraOptica,Sim,Sim,Nao,Sim,Sim,Sim,UmAno,Nao,Boleto,105.95
6801,Nao,0,Sim,Sim,19,Sim,Sim,FibraOptica,Nao,Nao,Nao,Sim,Nao,Sim,UmAno,Sim,DebitoEmConta,89.35
6802,Nao,0,Nao,Nao,20,Sim,Sim,FibraOptica,Sim,Nao,Nao,Nao,Sim,Nao,Mensalmente,Sim,DebitoEmConta,89.1
6803,Nao,0,Sim,Sim,43,Sim,Sim,FibraOptica,Sim,Nao,Sim,Sim,Nao,Nao,UmAno,Sim,CartaoCredito,91.25
6804,Nao,0,Sim,Sim,5,Sim,Nao,FibraOptica,Sim,Nao,Sim,Nao,Nao,Sim,Mensalmente,Sim,Boleto,90.35
6805,Nao,1,Sim,Nao,70,Sim,Sim,FibraOptica,Nao,Sim,Nao,Sim,Sim,Sim,UmAno,Sim,DebitoEmConta,105.55
6806,Nao,0,Sim,Nao,40,Sim,Nao,Nao,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,DoisAnos,Nao,Boleto,19.1
6807,Nao,0,Sim,Sim,6,Sim,Nao,Nao,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,DoisAnos,Sim,CartaoCredito,20.4
6808,Nao,0,Nao,Nao,39,Sim,Nao,FibraOptica,Sim,Nao,Sim,Nao,Sim,Sim,DoisAnos,Sim,BoletoEletronico,100.45
6809,Sim,1,Sim,Nao,4,Sim,Sim,FibraOptica,Nao,Nao,Nao,Nao,Nao,Nao,Mensalmente,Nao,BoletoEletronico,74.95
6810,Sim,0,Nao,Nao,15,Nao,SemServicoTelefonico,DSL,Nao,Nao,Nao,Sim,Nao,Nao,Mensalmente,Sim,BoletoEletronico,29.7
6811,Sim,0,Sim,Nao,1,Nao,SemServicoTelefonico,DSL,Nao,Nao,Sim,Nao,Sim,Sim,Mensalmente,Sim,BoletoEletronico,50.35
6812,Nao,1,Nao,Nao,45,Sim,Nao,FibraOptica,Sim,Sim,Nao,Sim,Nao,Nao,Mensalmente,Sim,DebitoEmConta,85.7
6813,Sim,0,Sim,Nao,64,Nao,SemServicoTelefonico,DSL,Sim,Nao,Sim,Sim,Nao,Sim,DoisAnos,Nao,BoletoEletronico,47.85
6814,Nao,1,Sim,Nao,57,Sim,Sim,FibraOptica,Nao,Sim,Sim,Nao,Nao,Sim,Mensalmente,Nao,CartaoCredito,94.0
6815,Nao,0,Sim,Sim,72,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Nao,Nao,DoisAnos,Nao,DebitoEmConta,69.85
6816,Sim,0,Nao,Nao,1,Sim,Nao,FibraOptica,Nao,Nao,Nao,Nao,Nao,Nao,Mensalmente,Sim,BoletoEletronico,70.3
6817,Nao,0,Sim,Nao,72,Sim,Sim,Nao,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,DoisAnos,Nao,CartaoCredito,25.85
6818,Nao,0,Nao,Nao,3,Sim,Nao,DSL,Sim,Sim,Nao,Sim,Nao,Sim,DoisAnos,Nao,Boleto,71.1
6819,Sim,1,Nao,Nao,55,Sim,Sim,FibraOptica,Sim,Nao,Nao,Nao,Sim,Sim,Mensalmente,Sim,BoletoEletronico,98.8
6820,Nao,0,Sim,Nao,59,Sim,Sim,FibraOptica,Nao,Nao,Sim,Sim,Sim,Nao,Mensalmente,Nao,BoletoEletronico,93.35
6821,Sim,0,Nao,Nao,18,Sim,Sim,FibraOptica,Nao,Nao,Nao,Sim,Sim,Sim,Mensalmente,Sim,DebitoEmConta,99.85
6822,Sim,1,Sim,Nao,32,Sim,Nao,FibraOptica,Nao,Nao,Nao,Nao,Nao,Sim,Mensalmente,Sim,CartaoCredito,80.3
6823,Nao,0,Nao,Nao,4,Sim,Nao,DSL,Sim,Nao,Nao,Nao,Nao,Nao,Mensalmente,Sim,DebitoEmConta,50.55
6824,Sim,1,Nao,Nao,66,Sim,Sim,FibraOptica,Nao,Sim,Nao,Nao,Nao,Nao,Mensalmente,Sim,CartaoCredito,80.45
6825,Nao,0,Nao,Nao,27,Sim,Sim,FibraOptica,Nao,Nao,Sim,Nao,Nao,Nao,Mensalmente,Sim,BoletoEletronico,81.3
6826,Nao,0,Nao,Nao,4,Sim,Nao,Nao,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Mensalmente,Sim,CartaoCredito,20.7
6827,Nao,0,Sim,Sim,60,Sim,Nao,DSL,Sim,Sim,Nao,Sim,Sim,Sim,Mensalmente,Sim,CartaoCredito,79.05
6828,Nao,0,Sim,Sim,8,Sim,Nao,Nao,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,DoisAnos,Nao,Boleto,19.05
6829,Nao,0,Sim,Sim,8,Sim,Nao,Nao,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,DoisAnos,Nao,CartaoCredito,19.6
6830,Nao,0,Nao,Nao,35,Sim,Nao,Nao,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,DoisAnos,Sim,Boleto,20.2
6831,Sim,0,Nao,Nao,7,Sim,Sim,FibraOptica,Nao,Nao,Nao,Nao,Nao,Sim,Mensalmente,Sim,BoletoEletronico,86.8
6832,Nao,0,Sim,Sim,53,Sim,Nao,Nao,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,DoisAnos,Nao,Boleto,20.9
6833,Nao,1,Nao,Nao,18,Sim,Sim,FibraOptica,Nao,Sim,Nao,Sim,Sim,Sim,Mensalmente,Sim,CartaoCredito,103.6
6834,Nao,0,Nao,Nao,15,Nao,SemServicoTelefonico,DSL,Nao,Sim,Nao,Nao,Nao,Sim,DoisAnos,Sim,Boleto,38.8
6835,Nao,0,Sim,Nao,67,Sim,Sim,FibraOptica,Nao,Sim,Nao,Nao,Sim,Nao,UmAno,Sim,DebitoEmConta,88.4
6836,Sim,1,Sim,Nao,6,Sim,Nao,FibraOptica,Nao,Sim,Nao,Nao,Nao,Sim,Mensalmente,Sim,BoletoEletronico,84.2
6837,Nao,1,Nao,Nao,6,Sim,Nao,FibraOptica,Nao,Nao,Nao,Nao,Sim,Nao,Mensalmente,Sim,BoletoEletronico,79.7
6838,Sim,0,Nao,Nao,13,Sim,Sim,FibraOptica,Nao,Nao,Nao,Sim,Sim,Sim,Mensalmente,Sim,Boleto,99.0
6839,Sim,0,Nao,Nao,11,Sim,Sim,FibraOptica,Nao,Nao,Sim,Nao,Sim,Sim,Mensalmente,Sim,BoletoEletronico,100.75
6840,Nao,0,Nao,Sim,1,Sim,Nao,Nao,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Mensalmente,Sim,Boleto,19.3
6841,Nao,0,Nao,Nao,5,Sim,Nao,DSL,Sim,Nao,Nao,Sim,Nao,Nao,Mensalmente,Sim,Boleto,55.75
6842,Nao,0,Nao,Nao,13,Sim,Nao,Nao,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,UmAno,Sim,Boleto,19.95
6843,Sim,0,Sim,Nao,9,Sim,Sim,FibraOptica,Sim,Sim,Sim,Nao,Nao,Nao,Mensalmente,Nao,DebitoEmConta,91.75
6844,Nao,0,Nao,Nao,29,Sim,Nao,FibraOptica,Nao,Sim,Nao,Sim,Sim,Nao,Mensalmente,Nao,Boleto,89.65
6845,Nao,1,Nao,Nao,1,Sim,Nao,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mensalmente,Sim,Boleto,45.85
6846,Sim,0,Nao,Nao,1,Sim,Sim,FibraOptica,Nao,Nao,Sim,Nao,Nao,Nao,Mensalmente,Sim,Boleto,79.55
6847,Nao,0,Sim,Sim,18,Sim,Nao,DSL,Nao,Nao,Nao,Nao,Sim,Nao,Mensalmente,Nao,Boleto,55.95
6848,Nao,0,Sim,Nao,2,Sim,Nao,DSL,Nao,Nao,Sim,Nao,Sim,Sim,Mensalmente,Nao,CartaoCredito,69.0
6849,Nao,0,Sim,Sim,30,Sim,Sim,FibraOptica,Nao,Sim,Nao,Sim,Nao,Nao,Mensalmente,Sim,DebitoEmConta,83.55
6850,Nao,0,Nao,Sim,66,Sim,Sim,DSL,Sim,Sim,Nao,Sim,Nao,Nao,DoisAnos,Nao,DebitoEmConta,65.7
6851,Nao,0,Sim,Sim,38,Sim,Sim,FibraOptica,Nao,Nao,Sim,Sim,Sim,Nao,DoisAnos,Sim,DebitoEmConta,94.9
6852,Nao,0,Sim,Sim,44,Sim,Nao,DSL,Nao,Sim,Sim,Sim,Nao,Nao,Mensalmente,Sim,Boleto,61.9
6853,Sim,0,Nao,Nao,54,Sim,Sim,FibraOptica,Nao,Sim,Sim,Sim,Sim,Sim,Mensalmente,Nao,BoletoEletronico,111.1
6854,Nao,0,Nao,Nao,2,Sim,Nao,Nao,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Mensalmente,Nao,Boleto,20.0
6855,Nao,0,Nao,Nao,42,Sim,Nao,DSL,Sim,Sim,Nao,Sim,Nao,Sim,UmAno,Sim,Boleto,67.7
6856,Nao,0,Sim,Sim,58,Sim,Sim,Nao,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,DoisAnos,Nao,CartaoCredito,25.15
6857,Nao,0,Sim,Sim,58,Sim,Nao,FibraOptica,Nao,Sim,Nao,Nao,Sim,Sim,Mensalmente,Sim,BoletoEletronico,92.85
6858,Sim,0,Sim,Sim,25,Sim,Sim,FibraOptica,Nao,Nao,Sim,Nao,Nao,Sim,Mensalmente,Sim,BoletoEletronico,89.1
6859,Nao,0,Nao,Nao,71,Sim,Sim,FibraOptica,Sim,Sim,Sim,Sim,Sim,Sim,DoisAnos,Nao,Boleto,111.3
6860,Sim,0,Nao,Nao,37,Sim,Sim,FibraOptica,Nao,Sim,Sim,Nao,Sim,Sim,Mensalmente,Sim,DebitoEmConta,101.9
6861,Sim,0,Sim,Sim,14,Sim,Sim,FibraOptica,Nao,Nao,Nao,Sim,Sim,Nao,Mensalmente,Sim,BoletoEletronico,91.65
6862,Sim,1,Nao,Nao,4,Sim,Sim,FibraOptica,Nao,Nao,Sim,Nao,Nao,Sim,Mensalmente,Sim,BoletoEletronico,88.85
6863,Nao,0,Sim,Nao,48,Sim,Sim,DSL,Sim,Nao,Nao,Sim,Nao,Nao,UmAno,Sim,DebitoEmConta,60.6
6864,Sim,1,Nao,Nao,3,Nao,SemServicoTelefonico,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mensalmente,Nao,BoletoEletronico,25.3
6865,Nao,0,Sim,Nao,8,Sim,Nao,DSL,Sim,Nao,Nao,Sim,Nao,Sim,DoisAnos,Nao,Boleto,65.5
6866,Sim,0,Nao,Nao,1,Sim,Sim,FibraOptica,Nao,Nao,Nao,Nao,Sim,Sim,Mensalmente,Sim,BoletoEletronico,95.45
6867,Nao,0,Nao,Nao,67,Sim,Nao,Nao,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,DoisAnos,Nao,DebitoEmConta,19.95
6868,Sim,0,Nao,Nao,13,Sim,Nao,FibraOptica,Nao,Nao,Nao,Nao,Sim,Sim,Mensalmente,Sim,BoletoEletronico,91.1
6869,Sim,0,Sim,Sim,45,Sim,Nao,DSL,Nao,Sim,Nao,Sim,Nao,Nao,UmAno,Sim,CartaoCredito,54.15
6870,Nao,0,Nao,Nao,49,Sim,Sim,FibraOptica,Nao,Nao,Nao,Nao,Nao,Nao,Mensalmente,Sim,DebitoEmConta,74.6
6871,Nao,0,Sim,Nao,52,Sim,Sim,FibraOptica,Nao,Sim,Sim,Nao,Sim,Nao,Mensalmente,Nao,DebitoEmConta,94.6
6872,Nao,0,Sim,Nao,63,Sim,Nao,FibraOptica,Sim,Nao,Sim,Nao,Nao,Nao,UmAno,Sim,CartaoCredito,81.15
6873,Nao,0,Sim,Sim,68,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Sim,Sim,DoisAnos,Sim,DebitoEmConta,89.05
6874,Nao,0,Sim,Nao,31,Sim,Nao,DSL,Nao,Nao,Nao,Sim,Nao,Nao,Mensalmente,Sim,Boleto,49.2
6875,Nao,0,Sim,Nao,64,Sim,Nao,Nao,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,DoisAnos,Nao,CartaoCredito,19.45
6876,Nao,0,Sim,Nao,62,Sim,Nao,FibraOptica,Sim,Nao,Sim,Sim,Sim,Sim,UmAno,Sim,BoletoEletronico,104.3
6877,Sim,0,Nao,Nao,1,Sim,Nao,FibraOptica,Nao,Nao,Nao,Nao,Nao,Nao,Mensalmente,Nao,DebitoEmConta,69.7
6878,Sim,0,Nao,Nao,6,Sim,Nao,FibraOptica,Nao,Nao,Nao,Nao,Sim,Sim,Mensalmente,Sim,BoletoEletronico,89.5
6879,Nao,0,Sim,Nao,21,Sim,Nao,FibraOptica,Nao,Nao,Nao,Sim,Sim,Nao,Mensalmente,Sim,BoletoEletronico,86.05
6880,Nao,0,Sim,Sim,72,Sim,Sim,Nao,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,DoisAnos,Nao,DebitoEmConta,25.2
6881,Nao,0,Sim,Sim,32,Nao,SemServicoTelefonico,DSL,Sim,Sim,Nao,Nao,Nao,Nao,Mensalmente,Sim,BoletoEletronico,35.15
6882,Nao,1,Nao,Nao,71,Sim,Sim,FibraOptica,Sim,Sim,Nao,Sim,Sim,Nao,UmAno,Sim,CartaoCredito,99.65
6883,Nao,0,Nao,Sim,34,Sim,Nao,FibraOptica,Sim,Sim,Sim,Nao,Sim,Sim,Mensalmente,Sim,DebitoEmConta,105.35
6884,Sim,0,Sim,Nao,3,Nao,SemServicoTelefonico,DSL,Nao,Nao,Nao,Nao,Nao,Sim,Mensalmente,Sim,BoletoEletronico,35.15
6885,Sim,0,Nao,Sim,12,Sim,Sim,FibraOptica,Nao,Nao,Nao,Nao,Nao,Nao,Mensalmente,Sim,CartaoCredito,73.75
6886,Sim,1,Nao,Nao,8,Sim,Sim,FibraOptica,Nao,Nao,Sim,Nao,Sim,Sim,Mensalmente,Nao,BoletoEletronico,101.35
6887,Nao,0,Sim,Sim,35,Sim,Sim,Nao,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,DoisAnos,Nao,DebitoEmConta,24.3
6888,Nao,0,Sim,Sim,3,Sim,Nao,FibraOptica,Nao,Nao,Nao,Nao,Sim,Nao,Mensalmente,Sim,BoletoEletronico,80.7
6889,Nao,0,Nao,Nao,3,Sim,Nao,FibraOptica,Nao,Nao,Sim,Sim,Sim,Nao,Mensalmente,Sim,Boleto,89.85
6890,Nao,0,Nao,Nao,53,Sim,Nao,DSL,Nao,Nao,Sim,Nao,Nao,Sim,UmAno,Sim,BoletoEletronico,61.1
6891,Nao,0,Sim,Nao,4,Nao,SemServicoTelefonico,DSL,Sim,Nao,Nao,Nao,Nao,Nao,Mensalmente,Sim,BoletoEletronico,29.05
6892,Nao,0,Sim,Sim,48,Sim,Nao,FibraOptica,Sim,Nao,Sim,Nao,Sim,Sim,UmAno,Sim,DebitoEmConta,99.7
6893,Sim,0,Sim,Sim,6,Sim,Nao,DSL,Sim,Sim,Nao,Nao,Nao,Nao,Mensalmente,Nao,CartaoCredito,55.9
6894,Sim,1,Sim,Nao,3,Sim,Sim,FibraOptica,Nao,Sim,Sim,Nao,Sim,Sim,Mensalmente,Sim,BoletoEletronico,105.9
6895,Nao,0,Sim,Sim,54,Nao,SemServicoTelefonico,DSL,Nao,Nao,Sim,Sim,Nao,Sim,DoisAnos,Nao,CartaoCredito,46.0
6896,Sim,0,Nao,Nao,1,Sim,Nao,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mensalmente,Nao,Boleto,43.95
6897,Nao,0,Nao,Nao,62,Sim,Nao,DSL,Nao,Sim,Sim,Sim,Sim,Sim,Mensalmente,Sim,DebitoEmConta,80.4
6898,Nao,0,Sim,Sim,22,Sim,Nao,FibraOptica,Nao,Sim,Sim,Nao,Sim,Sim,UmAno,Sim,Boleto,100.05
6899,Sim,0,Nao,Nao,1,Sim,Nao,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mensalmente,Sim,DebitoEmConta,45.1
6900,Nao,1,Nao,Nao,51,Sim,Nao,FibraOptica,Nao,Nao,Sim,Nao,Sim,Sim,UmAno,Sim,DebitoEmConta,94.0
6901,Nao,0,Nao,Nao,30,Sim,Sim,DSL,Nao,Sim,Sim,Nao,Sim,Nao,UmAno,Sim,CartaoCredito,68.95
6902,Nao,1,Sim,Nao,56,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Nao,Nao,UmAno,Sim,CartaoCredito,68.45
6903,Nao,0,Sim,Nao,35,Sim,Sim,DSL,Nao,Sim,Nao,Sim,Sim,Nao,UmAno,Sim,BoletoEletronico,69.0
6904,Nao,1,Nao,Nao,64,Nao,SemServicoTelefonico,DSL,Nao,Sim,Nao,Sim,Sim,Nao,Mensalmente,Sim,BoletoEletronico,43.85
6905,Nao,0,Nao,Sim,30,Nao,SemServicoTelefonico,DSL,Nao,Nao,Nao,Nao,Sim,Sim,Mensalmente,Sim,BoletoEletronico,44.5
6906,Nao,0,Sim,Sim,25,Sim,Nao,Nao,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,DoisAnos,Sim,Boleto,18.7
6907,Sim,0,Nao,Nao,41,Sim,Nao,FibraOptica,Nao,Nao,Nao,Nao,Nao,Nao,Mensalmente,Nao,DebitoEmConta,70.25
6908,Sim,0,Nao,Sim,9,Sim,Nao,DSL,Nao,Nao,Nao,Nao,Sim,Nao,Mensalmente,Nao,BoletoEletronico,55.35
6909,Nao,0,Sim,Nao,1,Sim,Nao,DSL,Sim,Sim,Nao,Nao,Nao,Nao,Mensalmente,Sim,Boleto,53.55
6910,Nao,0,Nao,Sim,70,Sim,Sim,FibraOptica,Sim,Sim,Sim,Sim,Sim,Sim,DoisAnos,Sim,BoletoEletronico,114.6
6911,Nao,0,Sim,Sim,57,Sim,Nao,Nao,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,DoisAnos,Sim,DebitoEmConta,20.1
6912,Nao,0,Nao,Nao,9,Sim,Sim,FibraOptica,Nao,Nao,Nao,Nao,Sim,Nao,Mensalmente,Sim,BoletoEletronico,85.5
6913,Nao,0,Sim,Sim,69,Sim,Sim,FibraOptica,Nao,Sim,Sim,Sim,Sim,Sim,UmAno,Sim,DebitoEmConta,108.75
6914,Sim,1,Sim,Nao,43,Sim,Sim,FibraOptica,Nao,Sim,Sim,Nao,Sim,Sim,Mensalmente,Sim,BoletoEletronico,103.0
6915,Nao,0,Sim,Nao,72,Sim,Sim,FibraOptica,Nao,Nao,Sim,Nao,Sim,Sim,DoisAnos,Sim,BoletoEletronico,97.85
6916,Nao,0,Nao,Sim,44,Sim,Nao,Nao,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,DoisAnos,Nao,DebitoEmConta,19.55
6917,Nao,0,Sim,Nao,72,Sim,Sim,FibraOptica,Sim,Sim,Nao,Nao,Nao,Nao,DoisAnos,Sim,DebitoEmConta,84.05
6918,Sim,0,Sim,Nao,33,Sim,Nao,FibraOptica,Sim,Nao,Sim,Sim,Sim,Sim,UmAno,Sim,BoletoEletronico,103.75
6919,Nao,0,Nao,Nao,54,Sim,Sim,FibraOptica,Nao,Nao,Sim,Nao,Nao,Sim,Mensalmente,Nao,CartaoCredito,89.4
6920,Nao,0,Nao,Sim,27,Sim,Nao,Nao,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,DoisAnos,Nao,CartaoCredito,19.7
6921,Nao,0,Nao,Nao,54,Sim,Sim,FibraOptica,Nao,Sim,Nao,Nao,Nao,Nao,Mensalmente,Sim,DebitoEmConta,79.85
6922,Nao,0,Nao,Nao,3,Sim,Nao,FibraOptica,Nao,Sim,Nao,Nao,Nao,Nao,Mensalmente,Nao,CartaoCredito,74.45
6923,Nao,0,Sim,Nao,53,Sim,Sim,DSL,Sim,Sim,Sim,Nao,Nao,Sim,UmAno,Nao,DebitoEmConta,74.1
6924,Sim,0,Nao,Nao,1,Sim,Nao,FibraOptica,Nao,Nao,Nao,Nao,Nao,Nao,Mensalmente,Sim,BoletoEletronico,69.35
6925,Nao,0,Sim,Nao,15,Sim,Nao,Nao,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,UmAno,Nao,Boleto,18.8
6926,Sim,0,Nao,Nao,56,Sim,Nao,FibraOptica,Nao,Sim,Nao,Nao,Nao,Nao,Mensalmente,Sim,BoletoEletronico,73.85
6927,Nao,0,Sim,Sim,5,Sim,Sim,DSL,Sim,Sim,Nao,Sim,Nao,Nao,Mensalmente,Nao,CartaoCredito,64.4
6928,Nao,0,Sim,Sim,48,Sim,Nao,DSL,Nao,Sim,Sim,Nao,Nao,Nao,UmAno,Sim,CartaoCredito,55.8
6929,Nao,0,Nao,Sim,25,Sim,Nao,Nao,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Mensalmente,Nao,CartaoCredito,20.05
6930,Sim,0,Sim,Nao,3,Sim,Sim,FibraOptica,Nao,Nao,Nao,Nao,Nao,Nao,Mensalmente,Sim,CartaoCredito,75.15
6931,Nao,0,Nao,Nao,58,Sim,Nao,FibraOptica,Sim,Sim,Nao,Nao,Sim,Sim,UmAno,Nao,DebitoEmConta,99.15
